a_id,a_text,q_id,score
63-q_35,To change the chart to Figure X first select the graph by left clicking it once then click on Home tab -> Arrange -> Align -> Align Center. This will automatically move your selected graph into the center as shown in Figure X),q_35,correct
67-q_35,To do so first Select the chart click on Format tab--> Click on the Align button click on Align Center and then Click on the Align button again click on Align Middle .,q_35,correct
68-q_35,Select the chart click the HOME tab > press Arrange drop down menu>move the mouse pointer to the Align> and select Align Center,q_35,correct
69-q_35,Using the Chart Tools: Format Tab to arrange and center the chart as shown in Figure X),q_35,correct
6-q_35,Click on the thumbnail image of the slide and then hit backspace on your keyboard.,q_35,incorrect
70-q_35,Select the chart then click on the Chart Tools: Format tab then Click on the Align button and click on Align Center and afterwards Click on the Align button again and click on Align Middle.,q_35,correct
71-q_35,Click on the chart and in the format tab you click on 'Align' under the 'Arrange' section. Then click on 'Align Center.',q_35,correct
72-q_35,Select the chart> click on the Chart Tools: Format tab > Click on the Align button > click on Align Center > Click on the Align button again > click on Align Middle .,q_35,correct
78-q_35,Select the chart click on the Chart Tools: Format tab Click on the Align button click on Align Center Click on the Align button again click on Align Middle .,q_35,correct
81-q_35,click on the chart and in the chart tools format tab under the position option you can change the position of the chart to center of the page.,q_35,correct
83-q_35,Select chart then click on chart tool format tab then click align center click on the same align button then click align middle,q_35,correct
85-q_35,To move the chart from Figure X to Figure X and place it in the middle of the screen click the 'Move Chart' button found in the Chart Tools: Format tab.,q_35,correct
8-q_35,click on the format tab next to chart design and it will drop down options. Click on 'arrange option' and it will allow user to move the chart anywhere on the slide.,q_35,incorrect
90-q_35,The Chart: Before is not aligned in the center of the slide. To change that select the chart> click on the Chart Tools: Format tab>Click on the Align button click on 'Align Center'> Click on the Align button again>click on 'Align Middle'.,q_35,correct
91-q_35,Click on the chart then chart tools then the format tab then click on the align button then click align center clikc on the align button then click align middle,q_35,correct
94-q_35,select the char -> select 'home' tab -> select 'Arrange' -> click the Align button -> click on Align Center .,q_35,correct
96-q_35,You can click on the chart in Figure X and arrange it simply by dragging in to the center.,q_35,correct
97-q_35,I can select the chart and clicked the format tab. Then use the Align button click Align Center.,q_35,correct
98-q_35,It can be done by selecting the chart click on the chart tools: Format Tab then click on the Align button click on 'Align center' then you would click on the Align button again. Lastly you click on 'Align middle'.,q_35,correct
9-q_35,By changing the chart position click on the chart first. From the Chart tool click on the Align button from the Format tab. Click on Align Center and click on the Align button again. lastly click on the Align Middle.,q_35,correct
100-q_17,Select the table ->click on the Table Tools: Design tab ->Click on the Effects button ->Move the mouse over the 'Shadow' option ->Click on the Perspective: Upper Left shadow option to add it,q_17,correct
102-q_17,Click your table and In the table tools: design tab click effects then shadow and scroll to the perspective shadows and choose perspective: upper left.,q_17,correct
103-q_17,Click on the table > Drawing tool (shape) > Text and Effects button > Click shadows option > Click the shadow option you want,q_17,correct
105-q_17,Add Shadow by using the 'A' icon.,q_17,correct
106-q_17,Select the table then click on table tools: design tab which you will then find and click the effects button and move your cursor over the shadow option and click on the perspective: upper left shadow option to add it.,q_17,correct
108-q_17,Click on the 'Effects' option then 'Reflection'.,q_17,correct
109-q_17,Select the table click on the Table Tools: Design tab Click on the Effects button Move the mouse over the Shadow option Click on the Perspective: Upper Left shadow option to add it.,q_17,correct
111-q_17,Select the table click on the Table Tools: Design tab and Click on the Effects button Move the mouse over the 'Shadow' option then click on the 'Perspective: Upper Left' shadow option to add it.,q_17,correct
112-q_17,Select the table click on the Table Tools: Design tabClick on the Effects buttonMove the mouse over the Shadow option and Click on the Perspective: Upper Left shadow option to add it.,q_17,correct
113-q_17,,q_17,incorrect
118-q_17,Click on the table Go to table design go to effects go to shadow select needed shadow effect,q_17,correct
120-q_17,First select the table next click on the Table Tools:Design Tab click on the effects button move the mouse over the 'shadow' option click on the 'perspective: upper left' shadow option to add it.,q_17,correct
122-q_17,First select the entire table that you want to format. Once the table is selected you should see the 'Table Tools' contextual tab appear in the Ribbon. Click on the 'Design' tab within the 'Table Tools' tab. In the 'Table Styles' group you will find various table style options. Find the table style that matches the 'Table: After' format in 'Figure X)' Click on the desired table style to apply it to your table.,q_17,incorrect
128-q_17,You would select the table and then click on the table tools:design tab click on the effects button and then move the mouse over the shadow option and finally click on the Perspective: Upper left shadow option to add the feature.,q_17,correct
130-q_17,Over the A icon to previwe the shadow effect.Clik on the A to apply the shadow effect.,q_17,correct
132-q_17,To change the table from the before to the after you first select the table you want to change then click on the 'Table Tools: Design tab click the Effects button move the mouse over the 'Shadow' option and lastly click on the 'Perspective: Upper Left Shadow' option. These steps will add the shadow to look like Table: After.,q_17,correct
133-q_17,Select the table> click on the table tools: Design tab> click on the Effects button> Move the mouse over the 'Shadow' option> Click on the 'Perspective: Upper Left' shadow option to add it.,q_17,correct
134-q_17,Click on the table tools then deisgn. Click on effects click on shadow and then click the perceptive option.,q_17,correct
135-q_17,First select the table go to the Design tab,q_17,incorrect
137-q_17,From the Table Tools click on Design tab and there is an option to apply shadows. When you hover over each 'A' is will preview a certain shadow design that you wish to use. Within the shadow options you can change the color angle distanceblur and transparency.,q_17,correct
139-q_17,You should select the table click 'table design' button and then click 'effects' to add a shadow for the table. By hovering over 'shadow' button you can see different kinds of shadows.,q_17,correct
13-q_17,You can get Figure X by clicking anywhere on the table and choosing a table style in the table design tab in the ribbon bar.,q_17,incorrect
141-q_17,The user should click on the format tab on the ribbon listed above the Word document.,q_17,incorrect
143-q_17,Select the Table > click on the Table Tools :Design tab > click the effect buttons > move the mouse over the shadow option > click the perspective: Upper left shadow option to add it.,q_17,correct
145-q_17,change the style of the table,q_17,incorrect
148-q_17,Shadow applied a shadow to the letter of the text. There are a lot of different shadow options for example blur colors or sizing.,q_17,correct
149-q_17,To change table from 'before' to 'after' you need to go to 'Table Tools' and then click on 'design' then you can see the list of different types of designs click on shading.,q_17,correct
150-q_17,Select the table > table tools (design tab) > table effects > design > hover over 'Shadow' option > select 'Perspective Upper Left'.,q_17,correct
15-q_17,You would have to click Text Effects option in order to make the change that you wish.,q_17,incorrect
161-q_17,,q_17,incorrect
162-q_17,Select the table click on the Table Tools: Design tab Click on the Effects button Move the mouse over the Shadow option Click on the Perspective: Upper Left shadow option to add it.,q_17,correct
165-q_17,slect the table click on design tab click on effects button move mouse over to shadow option clock on Perspective: Upper Left shadow option to add it.,q_17,correct
169-q_17,,q_17,incorrect
16-q_17,You can select the table then click on the Table Tools: Design Tab thne click on the effects button then move the mouse over the 'shadow' option and then click on the Perspective: Upper Left' shadow option to add it.,q_17,correct
170-q_17,Select the table click on the Table Tools: Design tab Clickvon the Effects button Move the mouse over the Shadow option Click on the Perspective: Upper Left shadow option to add it,q_17,correct
171-q_17,You need to click the 'Borders' button to change it.,q_17,incorrect
172-q_17,to change Figure Xfrom 6 to 7 you need to use the shadow option to the table from the design tab.,q_17,correct
175-q_17,,q_17,incorrect
176-q_17,Select the table click on table tools: design tab click on effects button and click on 'perspective: upper left' in the 'shadow option'.,q_17,correct
177-q_17,select the table click on table tools: design tab and click on the effects button. move the mouse over the shadow option and click on perspective: upper left shadow option to add it.,q_17,correct
178-q_17,Go tot he table tools: design tab and then click effects arrow and then reflection. Table tools design tab-> effects arrow-> reflection,q_17,correct
179-q_17,Select the table click on table toolsdesign tab click effects move the mouse over the shadow option click on perspective: upper left shadow option to add it.,q_17,correct
17-q_17,You can do so by select the table go to design tab effects shadow perspective up left.,q_17,correct
181-q_17,First you need to click on the table then go to the table tools design tab then click on the effects button then click on the shadow option and select the perspective Upper left option and add it.,q_17,correct
182-q_17,Select the table and click on the table tools: design tab. Click on the effects button and move the mouse over the 'shadow' option. Click on the 'perspective: upper left' option.,q_17,correct
183-q_17,You will select the table then click on Table Tools: Design tab then click on the Effects button you will move the mouse over the Shadow option after this click on the Perspective: Upper Left shadow option which lets you add it.,q_17,correct
187-q_17,To change it from Figure X before to Figure X after you must go Design which would be located in the Ribbon. From there you would click on the A or quick styles and select you style you want. The style below would be a reflection so you would press that selection.,q_17,correct
189-q_17,Click to select the rows or cells where you want to remove the borders. Go to the 'Table Tools: Design' tab. In the 'Borders' dropdown choose 'No Border'. This will remove the borders from the selected cells or rows making the table appear as shown in Figure X),q_17,incorrect
191-q_17,The Text Effects button is in the Font group of the ribbon. The top options in the Text Effects menu have some pre-created styles to choose from.,q_17,incorrect
193-q_17,Open the Word document containing the table you want to change. Click anywhere inside the table to select it. You'll see the 'Table Tools' contextual tab appear in the Word ribbon. Click on the 'Table Tools: Design' tab in the ribbon. This tab is specifically for working with the design and formatting of tables. In the 'Design' tab you'll find various table styles and formatting options.there style can change the appearance of the table. Browse through the available table styles in the 'Table Styles' group. Hover your mouse over a style to preview how it will affect your table. Click on the desired table style to apply it to the table,q_17,incorrect
194-q_17,From the Figure X to Figure X can select the table> Click table Tools: Design tab> Effects button> Shadow option> Click the type the shadow of 'Perspective' of the 'left' one.,q_17,correct
197-q_17,To change the table from Figure X to Figure X you would need to add shadow. One of the shadow options (probably perspective shadow) would result in Figure X),q_17,correct
199-q_17,Select the table. Then click on the Table Tools: Design tab. Then click on the Effects button. Move the mouse over the Shadow option. Then Click on the Perspective: Upper Left shadow option to add it.,q_17,correct
19-q_17,A shadow was added to the table. This can be added by selecting the Table Tools: Design tab and then clicking on effects. From there you would choose Shadow and then Perspective: Upper left.,q_17,correct
1-q_17,To change the table in Figure X 'Table: Before' to the table in Figure X 'Table: After' you need to click on the 'Design' tab under Table Tools and then select the 'Table Style Options' button to change the table style. The table has a shadow style effect added to it on the after as well.,q_17,correct
200-q_17,Home > font group > shadow option.,q_17,correct
202-q_17,It is in the table design tab and you need to select the Table deign tab and click on the Shadow tab and look at the perpsective options and chose the one where the shadow is behind facing the left side.,q_17,correct
203-q_17,,q_17,incorrect
208-q_17,Select the table click on the Table Tools click the design tab select the Effects button select the 'Shadow option Click on the Perspective: Upper Left shadow option and add it.,q_17,correct
210-q_17,I would do this by giving the table a shadow and then messing with the shadow in the shadow options menu. You will likely end up messing with the transparency the size the angle and the distance of the shadow.,q_17,correct
213-q_17,Select the table click on the Table Tools: Design tab Click on the Effects button Move the mouse over the Shadow option Click on the Perspective: Upper Left shadow option to add it.,q_17,correct
216-q_17,Select the table click on the Table Tools: Design tab Click on the Effects button Move the mouse over the Shadow option Click on the Perspective : Upper Left shadow option to add it.,q_17,correct
220-q_17,Selecting the table selecting the 'Table Tools: Design tab' then clicking 'Effects' hovering the mouse over the 'Shadow' option and selecting 'Perspective: Upper Left' will change the table to the wanted design.,q_17,correct
23-q_17,,q_17,incorrect
30-q_17,The two pictures have changed the effect. We can do it on Design to change the effect of the border.,q_17,incorrect
32-q_17,choose effect > reflection > reflection options,q_17,correct
33-q_17,I will need to select the table then click on the Table Tools Design tab then click on the Effect button then Move. I will move the mouse over the 'Shadow' option then click on the 'Perspective: Upper Left' shadow option to add it.,q_17,correct
36-q_17,Click the home tab then click on the text effects button then shadow then angle it to the left.,q_17,correct
3-q_17,select table- design tab- effects- shadow- perspective: upper left,q_17,correct
40-q_17,To change the table from Figure X to Figure X you would go to the Text Effects button which is in the Font group of the ribbon. The go down to where it says Reflection and choose the reflection variation that resembles the one used in Figure X),q_17,correct
41-q_17,Select the table and navigate to table design from table tools. Given the example select the border and add the desired style.,q_17,incorrect
47-q_17,you can create this effect by highlighting this table and selecting the 3D effect under the design tab.,q_17,incorrect
49-q_17,You need to click Effects in the designs tab.,q_17,incorrect
57-q_17,You would go to table Design tab go to shadow and down to where it says perspective and add the first one in perspective.,q_17,correct
59-q_17,To do this you firstly need to click on the table. Then click on the Table Design tab then press on the effects button then move the cursor onto the shadow option and then click on perspective: upper left shadow which will add the shadow.,q_17,correct
64-q_17,Table Tools > Design > Effects > Reflections,q_17,correct
66-q_17,Inorder to change the Before to the After select the table go to the Table Tools Design Tab then go to the effects button arrow from there hover over the Shadow option then in the perspective section click on the Persepective Upper Left.,q_17,correct
67-q_17,we need first to click on the table to select it --> then click on the Design tab --> then we need to click on the effect Effects button --> put the mouse on the option ' Shadow' --> and finally click on the 'Perspective upper left 'shadow option,q_17,correct
68-q_17,,q_17,incorrect
72-q_17,Select the table > click on the Table Tools: Design tab > Click on the Effects button > Move the mouse over the Shadow option > Click on the Perspective: Upper Left shadow option to add it.,q_17,correct
73-q_17,Select the table>click on the Table Tools: Design tab >Click on the Effects button > Move the mouse over the Shadow option > Click on the Perspective: Upper Left shadow option to add it.,q_17,correct
74-q_17,,q_17,incorrect
76-q_17,,q_17,incorrect
77-q_17,Select the table click on the Table Tools: Design tab click on the Effects button move the mouse over the Shadow option click on Perspective: Upper Left shadow option to add it.,q_17,correct
78-q_17,we first look for the 'Table Styles' group on the 'Table Tools Design' tab.Then we click on the 'Shadow' button.,q_17,correct
80-q_17,Table Design go to Effects and then click on Shadow (Perspective).,q_17,correct
81-q_17,select the table and add a shadow option to the table under the effects tab in table tools: design.,q_17,correct
85-q_17,To add a shadow to a table in Microsoft Word click inside the table go to the 'Table Tools: Design' tab and choose a table style option that includes 'Shading' or 'Borders' to apply the shadow effect.,q_17,correct
88-q_17,We can select the table then we should click on the table tools( Design tab) then click on the Effects button then we need to move the mouse over the Shadow option finally click on the Perspective: Upper Left shadow option to add it.,q_17,correct
8-q_17,click on 'table' tools design tab,q_17,incorrect
91-q_17,click on the table then go to design table design tab then go to effects choose perspective then click on the Perspective:upper left option,q_17,correct
97-q_17,I can click the table and then go into Table Design tab. Then I can click Effects and Shadow to find the corresponding design to use.,q_17,correct
101-q_19,First you can right click on the cell in the second row. Then select insert row below.,q_19,correct
102-q_19,I would right click in the table and edit number of rows to the number 4),q_19,correct
105-q_19,Right click in the table and choose to insert more rows. You can also right-click on selected cells for more options on to insert a cell.,q_19,correct
109-q_19,Simply Click the first of info cell right click and then insert then insert the row below or if you click last row cell of info you have to click insert then insert above. Place my cursor in the cell above the new row like first info box then right click inside the cell. now from the context menu that appears select insert and then chose button insert row below. This will add new row billow.,q_19,correct
10-q_19,Click on the first row and right click and select the add row below option to insert an additional row below.,q_19,correct
114-q_19,,q_19,incorrect
116-q_19,You can right click in the table and choose to insert more rows.,q_19,correct
120-q_19,Click insert left or insert right.,q_19,incorrect
121-q_19,A row with two cells were added in the middle of the table by right clicking on the little button on the top left of the chart and clicking insert row below.,q_19,correct
122-q_19,Select the entire table that you want to format. You can click and drag to select the table or place your cursor in the table and use the 'Table Select' options that appear at the top-left corner of the table. Once the table is selected you should see the 'Table Tools' contextual tab appear in the Ribbon. Click on the 'Design' tab within the 'Table Tools' tab. In the 'Table Styles' group under the 'Design' tab you will find various table style options. To change the table's format to 'Table: After' you should look for a table style that matches that format. The specific name of the style might vary based on your document's theme and formatting but it should resemble the desired look. Click on the table style that matches 'Table: After' to apply it to your table.,q_19,incorrect
123-q_19,Select the table - table resizing handle - click and drag outside- release the mouse.,q_19,incorrect
125-q_19,Right click the 2nd row > insert > rows below OR Right click the 3nd row > insert > rows above,q_19,correct
126-q_19,First use the cursor to select within one of the boxes in the middle row of the table in Figure X) Then right click to open a menu with several options. Scroll over 'insert' there where it will show even more options. There press on 'insert rows below.',q_19,correct
127-q_19,Right click on the horizontal line below the first row and select INSERT from the options presented. Then choose 'Insert Row Below.' This will add an empty row below the first column.,q_19,correct
130-q_19,Click in the table and choode to insert more colume and more rows.,q_19,correct
132-q_19,One way to change the table in Figure X to Figure X is to first right-click inside of the 2nd row. You can then select insert a row below this 2nd row.,q_19,correct
133-q_19,The 'Table After' has one extra box of rows added.,q_19,correct
13-q_19,You should click on the first 'info' row (either box) and right click to open a menu. Navigate down to 'Insert' and then 'insert rows below',q_19,correct
143-q_19,They added another row in Figure X If you want to change the rows of the table you can right click in the table and choose to add another row.,q_19,correct
146-q_19,insert table go to dialogue box choose how many columns and rows you want In this case you would add 1 more additional row.,q_19,correct
149-q_19,at the corner of Figure X you will see small dots you will click on them and move outwards to expand then select text and change font size to one you desire.,q_19,incorrect
14-q_19,click the layout tab then You click on the table and add another row by right clicking the row you want to insert row above or insert row below,q_19,correct
151-q_19,Click where you want to add another line -> Right Click -> Insert button -> Chose where you want to add another line (Rows Above / Rows Belong).,q_19,correct
152-q_19,Right click the table fig.11 then click insert then click insert row above,q_19,correct
153-q_19,Right click inside the second row and select to insert a row below this second row. Now right click inside the third row and select to insert a row above this third row.,q_19,correct
156-q_19,Select second row and then right click. Now from the list of options click on 'Add Row' then click 'Insert Below' .,q_19,correct
157-q_19,Right-click inside the second row and select to insert a row below this second row.,q_19,correct
158-q_19,You could right click the 2nd row in the first column go over to where it says 'insert' and click 'Insert Row Below',q_19,correct
160-q_19,Select Tabulation and change 2 3 to 2 4,q_19,correct
162-q_19,Right-click inside the 2nd row and select to insert a row below this 2nd row. Alternatively right-click inside the 3rd row and select to insert a row above this 3rd row.,q_19,correct
166-q_19,Right-click on selected cells for more options then insert row,q_19,correct
167-q_19,Perform a right-click operation within the second row and choose the option to add a new row beneath it. Alternatively you can right-click within the third row and opt to insert a new row above it.,q_19,correct
169-q_19,move you mouse to the left row that you want to add a new row on the and there is a '+' will show out click the '+' will add a row below the row that you choose.,q_19,correct
16-q_19,You can right-click inside the second row and then select to insert a row below the second row. You can also use another method right-click inside the third row and then select to insert a row above this third row.,q_19,correct
171-q_19,The horizontal line between the two 'Info' should highlight with a blue light and a plus sign on the left side. Click that and it will add a table in between the two.,q_19,correct
173-q_19,We need to right-click on the table and choose to insert more columns and rows. or we select multiple cells or rows by clicking and dragging the mouse across the cells. we can always click on our selected cells to either delete or in this case add another column.,q_19,correct
174-q_19,Right-click inside the 2nd row and select to insert a row below this 2nd row.,q_19,correct
177-q_19,Right click on the table/selected cell and chose insert. Insert cell so its in the middle like table 3.,q_19,correct
182-q_19,Right click the second row and insert a row below the second row.,q_19,correct
184-q_19,Click inside one of the cells then go to table tools design tab in this tab locate the table size group in this group you will be able to adjust the number of rows and columns.,q_19,correct
186-q_19,right click inside second row and select insert a row below the 2nd row.,q_19,correct
198-q_19,You should click to change the table in Figure X Table: Before to the one in Figure X Table: After' is by right clicking on the table you have inserted and than you will see something like table size and from there you can change the number of columns and rows.,q_19,correct
203-q_19,right-click in the second row and insert another row below the 2nd one,q_19,correct
208-q_19,Right click the table click on the second row select insert more columns and rows select insert row below.,q_19,correct
20-q_19,Right-click in the table and choose to insert more columns and rows Click insert row.,q_19,correct
217-q_19,You can right click the 2nd row of the table where it first says Info and select Add Row Below or right click the 3rd row and select Add Row Above. This should leave you a new empty row between the 2 you already had.,q_19,correct
23-q_19,,q_19,incorrect
24-q_19,You would right click on the column(The last row) and hover on insert then click on insert rows above.,q_19,correct
25-q_19,,q_19,incorrect
26-q_19,I would right click the chart/table and find the insert button. Then click add rows above (above the last row).,q_19,correct
27-q_19,The difference between 'Figure X: Table: Before' and 'Figure X: Table: After' is a extra blank row. Right-click inside the 2nd row and select to insert a row below this 2nd row. You could also right-click inside the 3rd row and select to insert a row above this 3rd row.,q_19,correct
28-q_19,Click anywhere inside the table you want to change. The 'Table Tools' tabs should appear at the top of the screen. Click on the 'Design' tab. In the 'Table Styles' group scroll through the available styles until you find the one you want to apply to your table. Move your cursor over the style to see a live preview of what your table will look like. Click on the style to apply it to your table.,q_19,incorrect
31-q_19,Right clicking the table and choosing to insert another row into the table.,q_19,correct
32-q_19,Right-click inside the 2nd row and select to insert a row below this 2nd row or right-click inside the 3rd row and select to insert a row above this 3rd row.,q_19,correct
33-q_19,I will need to right click inside the 2nd row then select to insert a row below this 2nd row. And I will right click inside the 3rd row and select toinsert a row above this 3rd row.,q_19,correct
34-q_19,Table or insert table.,q_19,incorrect
35-q_19,to change the table to a 2x3 from a 2x2 you have to go to the table tools layout tab and add a row below the first cell and it will add a blank row where you choose to below or above the selected cell.,q_19,correct
36-q_19,You should right click in the table and choose to insert 1 more row so that theres 4 rows and 2 column's.,q_19,correct
37-q_19,Right-click inside the 2nd row and select to insert a row below this 2nd row. Alternatively right-click inside the 3rd row and select to insert a row above this 3rd row.,q_19,correct
38-q_19,Right click on the table then click on 'insert' then 'insert rows below'.,q_19,correct
39-q_19,,q_19,incorrect
40-q_19,To change the table in Figure X you would right click on the the cell in the first row and then go down to where it says Insert Row Below. Click it and the table should change to 'Table:After'.,q_19,correct
4-q_19,4) right click on the 2nd column and select insert. Then select 'Rows bilow'. This will add a row in between and make it look like the after image.,q_19,correct
53-q_19,You can go to the table control click on it and then it will give you many options select on insert and the you will see options that says add a row above or below click on one of them.,q_19,correct
54-q_19,Right click on the last row then select insert row above.,q_19,correct
55-q_19,To go from Figure X to Figure X we should insert a row below the second row. Right-click on 'Info' in the second row click on 'Insert' then 'Insert Rows Below'.,q_19,correct
56-q_19,Right-click inside the second row and select to insert a row below this second row.,q_19,correct
57-q_19,click on the table then right click on one of the top two info boxes and click insert below.,q_19,correct
58-q_19,Right-click inside the 2nd row and select to insert a row below this 2nd row.,q_19,correct
5-q_19,,q_19,incorrect
60-q_19,You can right click on the third row and select insert a row above the third row.,q_19,correct
63-q_19,Mouse over to the 2nd row and right click inside of it select insert row below the 2nd row.,q_19,correct
64-q_19,Right click the empty row and click 'Delete Cells...' and then click 'Delete entire row',q_19,incorrect
65-q_19,You should right click on the graph and you will see the option 'Insert' here you can add a column or row to your liking!,q_19,correct
66-q_19,Right click inside the second row of the Before Table go to insert then click on rows below option which will insert a blank row under the second row (this is how it is done on Mac).,q_19,correct
68-q_19,Right-click on first row for more options go to insert to insert row below.,q_19,correct
71-q_19,Click inside of the second row of the table right click click insert then click insert below.,q_19,correct
74-q_19,Select the second row right click on the table and select to insert a row.,q_19,correct
76-q_19,Right click on the first row and select 'Insert Row Below' or right click on the second row and select 'Insert Row Above',q_19,correct
80-q_19,Insert row below . Right-click when clicking on the Info word (the 1st Info up top) and then select Insert row below .,q_19,correct
81-q_19,to change the table you can right click on the table and under insert you can choose to insert additional rows or collumns to the table.,q_19,correct
85-q_19,Right-click inside the cell to open a context menu. From the context menu hover over the 'Insert' option. In the submenu you can choose to insert a row above or below the current cell.,q_19,correct
88-q_19,We can right-click inside the 3rd row and select to insert a row above this 3rd row.,q_19,correct
92-q_19,Right-click inside the 2nd row and select to insert a row below this 2nd row.,q_19,correct
94-q_19,select 1st row of sell(which is the 2nd row of the table)-> right-click -> select insert a row below the 1st sell row.,q_19,correct
96-q_19,You can right click the table and click the insert button to change the dimensions of your table.,q_19,incorrect
97-q_19,I should right click the third line of the table which is the line under the second row and click insert then click Insert row below .,q_19,correct
98-q_19,It can be done by right clicking the second row and select to insert a row below the second row. Also what you can do is click the third row and select to insert a row above the third row.,q_19,correct
99-q_19,If you want to change dimensions in a table you can right click on the table and then click insert rows,q_19,correct
10-q_66,Select the text you want to arrange into columns and then click on the Layout tab choose columns and then select the number of columns you want to display.,q_66,incorrect
111-q_66,The difference between the layout is in the number of columns: while the Before image has 1 columns the After image has 3 columns. To change the layout to the one shown on the After image you could select the entire text in the document and click on the Layout tab then click the Column arrow click the 'More Columns...' option and then type the number 3 next to 'Number of Columns',q_66,correct
125-q_66,To change from Fig 1 to Fig 3: Select specified text(s) > Layout > Columns > Three. The test should now appear with three columns.,q_66,correct
129-q_66,To go from picture  to picture  you click the layout tab and then go to columns click the number of columns needed.In this case 3 columns will be chosen.,q_66,correct
136-q_66,Select the text you want to arrange -> Click the Layout tab -> click the Colums button -> Scroll down the list and select the number of columns which in this case you would click the Three button. This action will split the text into three columns.,q_66,correct
143-q_66,The differance between the Layout is the number of columns. select the entire word document > layout tab > click the column arrow >click more more columns option and then click 3 next to the number of columns.,q_66,correct
174-q_66,select all the text go to layout> columns and select the number of columns in this case 3 columns would get you to Figure X),q_66,correct
175-q_66,The difference between Figure X and Figure X is the columns. To adjust the paragraph into columns- select the text go to layout and click columns which is what you want to convert to. From there you can select the number of columns.,q_66,incorrect
176-q_66,Select the text in 'My Text Layout: Before' click the layout tab click the column arrow click more columns and type the number 3 near number of columns.,q_66,correct
185-q_66,Select the text you want to arrange into columns or place your cursor where you want columns to start --> then go to Layout -->Columns and select the 'Three' as the number of columns.,q_66,correct
192-q_66,In order to change the layout you need to add columns. In order to do that you either select the text you want to arrange or place the cursor where you want the columns to start. Then go to layout>columns and select the number of columns. In the model you want want to click 3 columns. You can add a column break by placing the cursor where you want the break then select layout>breaks>column breaks. Adding a column break would end a column and send the text to the next column.,q_66,correct
194-q_66,Form the Figure X to Figure X was changed the column of one to the column of three. For example to select text that I want> Click 'Layout tab'> Page setup group> choose the 'Column button' > Select More column option> Choose ' three in the presets'.,q_66,correct
204-q_66,First you can go to inset option. After then select columns and choose three.,q_66,correct
21-q_66,To change the text layout just like in picture  to picture  click on the text than click on layout tab in the word doc and than click on columns inside that section to change the layout.,q_66,incorrect
220-q_66,The layout of the text must be changed to having 3 columns. This can be done by selecting the desired text selecting the 'Layout' tab clicking the 'Column' arrow selecting the 'More Columns' option and then typing in the number 3 near 'Number of Columns'.,q_66,correct
2-q_66,highlight text click layout thenn go to the columns command and then click the amount of columns you would like. In this case it is three.,q_66,correct
34-q_66,Layout-----Columns-----Three,q_66,correct
44-q_66,The first step is to select all of the text in Figure X by clicking Ctrl+A. Then click on the Layout tab and then on the arrow next to 'Column.' After this select 'more columns' and for the number of columns write '3.' This should show the new text layout as seen in Figure X),q_66,correct
60-q_66,The text was converted into three columns. To do this you select the entire text then click layout then click columns and then select three columns.,q_66,correct
66-q_66,The difference between the two is that the 'before' layout is one column while 'after' layout is three columns so to change to the 'After' select all the text then go to the layout tab then press on the column arrow and from there click on the more columns option and then type in 3 into the 'Number of Columns'. Doing so will result in the 'after' layout.,q_66,correct
68-q_66,To add columns either select the text you want to arrange into columns or place your cursor where you want columns to start. Then go to Layout>Columns and three number of columns.,q_66,correct
87-q_66,By adding columns. To add columns either select the text you want to arrange into columns or place your cursor where you want columns to start. Then go to Layout>Columns and select the number of columns which is 3.,q_66,correct
88-q_66,We can select the entire text in the document then click on the Layout tab the next steop is click the Column arrow then click the More Columns option and then type the number 3 next to Number of Columns .,q_66,correct
90-q_66,The 1st layout has 1 columns while the 2nd layout has 3 columns. To change it select the entire text in the document >click on the Layout tab >click the Column arrow > click the 'More Columns... option and then type the number 3 next to 'Number of Columns'.,q_66,correct
96-q_66,You can get from before to after with the columns function. Select the text you want the columns to start and then go to layouts in your tabs. Then you select columns and the number of columns you want.,q_66,incorrect
102-q_32,First I will select the text I want to convert to Figure X then I will go to layout and then colums. Since this is more than 3 columns I will select more columns which can be found at the bottom of the menu.,q_32,correct
119-q_32,Select the text and go to Layout>Columns and select three columns.,q_32,incorrect
11-q_32,Selected the text then select 'Layout' and the select 'Columns.' After select 'More Columns' and in the 'Number of columns' type in '4' to make four columns.,q_32,correct
141-q_32,The user should do the following: First the user should select the text on the Word document. Second the user should click on the 'Layout' button listed above on the ribbon of the word document. Then the user should on 'Columns' listed on the top left of the word document. Lastly the user should click on 'More Columns' and change the number of columns to 4.,q_32,correct
145-q_32,you need to click on layout then go to columns. then click more collmuns then put 4,q_32,correct
16-q_32,The difference between the two text layouts is in the number of columns. The before text layout image has two columns while the after text layout image has three columns. In order to change the layout to the one show in the after text layout image you can select the entire text in the document then click on the layout tab then click on the column arrow then click on click the 'more columns optionand then type the number 3 next to 'number of columns.',q_32,incorrect
182-q_32,Select the entire text and click on the layout tab and click the column arrow and click on the 'more columns' option and type the number 4 next to 'Number of Columns'.,q_32,correct
202-q_32,To change the layout of the word document you would need to go into the Layout tab on the top and select the option that says Columns. When clicking on it you see the options only go up to 3 colums but in the case where you need more click on the 'More Columns' and then in the are where it says 'Number of Columns' You either type or click the up arrow and it will change to the amount needed.,q_32,correct
207-q_32,,q_32,incorrect
211-q_32,First you will select the entire text then click on Layout tab. Next you will click on column arrow and click the option more columns. After doing so you will see a option labeled number of columns and you will type the number 4 next to it.,q_32,correct
